manufacture_style,Code,product_name,大分類,中分類,小分類,Remark
MF0Q4TA/A,13029898,AW Ultra 黑鈦/高山黑環 S MF0Q4,Apple Watch,Ultra 3,49MM Loop,26900
MF0V4TA/A,13029899,AW Ultra 黑鈦/高山黑環 M MF0V4,Apple Watch,Ultra 3,49MM Loop,26900
MF0X4TA/A,13029900,AW Ultra 黑鈦/高山黑環 L MF0X4,Apple Watch,Ultra 3,49MM Loop,26900
MF1D4TA/A,13029901,AW Ultra 黑鈦/越野黑環 S MF1D4,Apple Watch,Ultra 3,49MM Loop,26900
MF1H4TA/A,13029902,AW Ultra 黑鈦/越野黑環 L MF1H4,Apple Watch,Ultra 3,49MM Loop,26900
MF1N4TA/A,13029903,AW Ultra 黑鈦/黑米蘭環 S MF1N4,Apple Watch,Ultra 3,49MM 不鏽鋼,29900
MF1Q4TA/A,13029904,AW Ultra 黑鈦/黑米蘭環 M MF1Q4,Apple Watch,Ultra 3,49MM 不鏽鋼,29900
MF1T4TA/A,13029905,AW Ultra 黑鈦/黑米蘭環 L MF1T4,Apple Watch,Ultra 3,49MM 不鏽鋼,29900
MGYW4FE/A,13029926,iPhone 16e 矽膠殼 黃 MGYW4,Accy,iPhone Case,iPhone 16e,1290
MGF24FE/A,13029927,iPhone 17 透明殼 MGF24,Accy,iPhone Case,iPhone 17,1490
MGFT4FE/A,13029928,iPhone 17P 透明殼 MGFT4,Accy,iPhone Case,iPhone 17 Pro,1490
MGFW4FE/A,13029929,iPhone 17PM 透明殼 MGFW4,Accy,iPhone Case,iPhone 17 Pro Max,1490
MGEV4FE/A,13029930,iPhone 17 矽膠殼 霓虹黃 MGEV4,Accy,iPhone Case,iPhone 17,1490
MGEW4FE/A,13029931,iPhone 17 矽膠殼 錨藍 MGEW4,Accy,iPhone Case,iPhone 17,1490
MGEX4FE/A,13029932,iPhone 17 矽膠殼 淡青苔 MGEX4,Accy,iPhone Case,iPhone 17,1490
MGF04FE/A,13029933,iPhone 17 矽膠殼 霧紫 MGF04,Accy,iPhone Case,iPhone 17,1490
MGF14FE/A,13029934,iPhone 17 矽膠殼 黑 MGF14,Accy,iPhone Case,iPhone 17,1490
MGH24FE/A,13029935,iPhone Air 保護殼 暗影 MGH24,Accy,iPhone Case,iPhone Air,1490
MGH34FE/A,13029936,iPhone Air 保護殼 冰霜 MGH34,Accy,iPhone Case,iPhone Air,1490
MH004FE/A,13029937,iPhone Air 防護邊框 黑 MH004,Accy,iPhone Case,iPhone Air,1290
MH014FE/A,13029938,iPhone Air 防護邊框 淺灰 MH014,Accy,iPhone Case,iPhone Air,1290
MH024FE/A,13029939,iPhone Air 防護邊框 淺藍 MH024,Accy,iPhone Case,iPhone Air,1290
MH044FE/A,13029940,iPhone Air 防護邊框 小麥 MH044,Accy,iPhone Case,iPhone Air,1290
MGFE4FE/A,13029941,iPhone 17P 矽膠殼 橙 MGFE4,Accy,iPhone Case,iPhone 17 Pro,1490
MGFF4FE/A,13029942,iPhone 17P 矽膠殼 黃 MGFF4,Accy,iPhone Case,iPhone 17 Pro,1490
MGFG4FE/A,13029943,iPhone 17P 矽膠殼 紫 MGFG4,Accy,iPhone Case,iPhone 17 Pro,1490
MGFH4FE/A,13029944,iPhone 17P 矽膠殼 午 MGFH4,Accy,iPhone Case,iPhone 17 Pro,1490
MGFJ4FE/A,13029945,iPhone 17P 矽膠殼 陶 MGFJ4,Accy,iPhone Case,iPhone 17 Pro,1490
MGFK4FE/A,13029946,iPhone 17P 矽膠殼 黑 MGFK4,Accy,iPhone Case,iPhone 17 Pro,1490
MGF34FE/A,13029947,iPhone 17P 織紋殼 黑 MGF34,Accy,iPhone Case,iPhone 17 Pro,1890
MGF44FE/A,13029948,iPhone 17P 織紋殼 藍 MGF44,Accy,iPhone Case,iPhone 17 Pro,1890
MGF54FE/A,13029949,iPhone 17P 織紋殼 紫 MGF54,Accy,iPhone Case,iPhone 17 Pro,1890
MGF64FE/A,13029950,iPhone 17P 織紋殼 褐 MGF64,Accy,iPhone Case,iPhone 17 Pro,1890
MGF74FE/A,13029951,iPhone 17P 織紋殼 綠 MGF74,Accy,iPhone Case,iPhone 17 Pro,1890
MGFL4FE/A,13029952,iPhone 17PM 矽膠殼 橙 MGFL4,Accy,iPhone Case,iPhone 17 Pro Max,1490
MGFM4FE/A,13029953,iPhone 17PM 矽膠殼 黃 MGFM4,Accy,iPhone Case,iPhone 17 Pro Max,1490
MGFN4FE/A,13029954,iPhone 17PM 矽膠殼 紫 MGFN4,Accy,iPhone Case,iPhone 17 Pro Max,1490
MGFP4FE/A,13029955,iPhone 17PM 矽膠殼 午 MGFP4,Accy,iPhone Case,iPhone 17 Pro Max,1490
MGFQ4FE/A,13029956,iPhone 17PM 矽膠殼 陶 MGFQ4,Accy,iPhone Case,iPhone 17 Pro Max,1490
MGFR4FE/A,13029957,iPhone 17PM 矽膠殼 黑 MGFR4,Accy,iPhone Case,iPhone 17 Pro Max,1490
MGF84FE/A,13029958,iPhone 17PM 織紋殼 黑 MGF84,Accy,iPhone Case,iPhone 17 Pro Max,1890
MGF94FE/A,13029959,iPhone 17PM 織紋殼 藍 MGF94,Accy,iPhone Case,iPhone 17 Pro Max,1890
MGFA4FE/A,13029960,iPhone 17PM 織紋殼 紫 MGFA4,Accy,iPhone Case,iPhone 17 Pro Max,1890
MGFC4FE/A,13029961,iPhone 17PM 織紋殼 褐 MGFC4,Accy,iPhone Case,iPhone 17 Pro Max,1890
MGFD4FE/A,13029962,iPhone 17PM 織紋殼 綠 MGFD4,Accy,iPhone Case,iPhone 17 Pro Max,1890
MGH64FE/A,13029963,iPhone 織紋卡套 狐橙 MGH64,Accy,*iPhone Accy,MagSafe,1890
MGH74FE/A,13029964,iPhone 織紋卡套 青苔 MGH74,Accy,*iPhone Accy,MagSafe,1890
MGH84FE/A,13029965,iPhone 織紋卡套 午紫 MGH84,Accy,*iPhone Accy,MagSafe,1890
MGH94FE/A,13029966,iPhone 織紋卡套 軍藍 MGH94,Accy,*iPhone Accy,MagSafe,1890
MGHA4FE/A,13029967,iPhone 織紋卡套 黑 MGHA4,Accy,*iPhone Accy,MagSafe,1890
MGGD4FE/A,13029968,斜背掛繩 橙 MGGD4,Accy,*iPhone Accy,掛繩,1890
MGGE4FE/A,13029969,斜背掛繩 霓虹黃 MGGE4,Accy,*iPhone Accy,掛繩,1890
MGGF4FE/A,13029970,斜背掛繩 綠 MGGF4,Accy,*iPhone Accy,掛繩,1890
MGGG4FE/A,13029971,斜背掛繩 藍 MGGG4,Accy,*iPhone Accy,掛繩,1890
MGGH4FE/A,13029972,斜背掛繩 淡藍 MGGH4,Accy,*iPhone Accy,掛繩,1890
MGGJ4FE/A,13029973,斜背掛繩 紫 MGGJ4,Accy,*iPhone Accy,掛繩,1890
MGGK4FE/A,13029974,斜背掛繩 小麥 MGGK4,Accy,*iPhone Accy,掛繩,1890
MGGL4FE/A,13029975,斜背掛繩 黑 MGGL4,Accy,*iPhone Accy,掛繩,1890
MGGM4FE/A,13029976,斜背掛繩 淺灰 MGGM4,Accy,*iPhone Accy,掛繩,1890
MGGN4FE/A,13029977,斜背掛繩 赭褐 MGGN4,Accy,*iPhone Accy,掛繩,1890
MGFX4FE/A,13029978,AirTag 織紋鑰匙圈 青苔 MGFX4,Accy,*iPhone Accy,AirTag Accy,1290
MGFY4FE/A,13029979,AirTag 織紋鑰匙圈 狐橙 MGFY4,Accy,*iPhone Accy,AirTag Accy,1290
MGG04FE/A,13029980,AirTag 織紋鑰匙圈 午紫 MGG04,Accy,*iPhone Accy,AirTag Accy,1290
MGG14FE/A,13029981,AirTag 織紋鑰匙圈 軍藍 MGG14,Accy,*iPhone Accy,AirTag Accy,1290
MGG24FE/A,13029982,AirTag 織紋鑰匙圈 黑 MGG24,Accy,*iPhone Accy,AirTag Accy,1290
MGKQ4J/A,13029983,40W 電源轉接器 MGKQ4,Accy,#Power Adapter,USB-C,1290
MGD74TA/A,13029984,MagSafe 充電器 1m MGD74,Accy,#Cable,MagSafe,1290
MGDM4TA/A,13029985,MagSafe 充電器 2m MGDM4,Accy,#Cable,MagSafe,1790
MGPG4TA/A,13029986,iPhone Air MagSafe 電池 MGPG4,Accy,*iPhone Accy,MagSafe,3290
MFF64FE/A,13029987,40 運動錶環 錨藍 MFF64,Accy,*Apple Watch Accy,Band 40mm Sport Loop,1600
MFF74FE/A,13029988,40 運動錶環 森林 MFF74,Accy,*Apple Watch Accy,Band 40mm Sport Loop,1600
MFF84FE/A,13029989,40 運動錶環 霧紫 MFF84,Accy,*Apple Watch Accy,Band 40mm Sport Loop,1600
MFF94FE/A,13029990,40 運動錶環 霓虹黃 MFF94,Accy,*Apple Watch Accy,Band 40mm Sport Loop,1600
MFFA4FE/A,13029991,40 運動錶環 深灰 MFFA4,Accy,*Apple Watch Accy,Band 40mm Sport Loop,1600
MFFC4FE/A,13029992,42 運動錶環 錨藍 MFFC4,Accy,*Apple Watch Accy,Band 42mm Sport Loop,1600
MFFD4FE/A,13029993,42 運動錶環 森林 MFFD4,Accy,*Apple Watch Accy,Band 42mm Sport Loop,1600
MFFE4FE/A,13029994,42 運動錶環 霧紫 MFFE4,Accy,*Apple Watch Accy,Band 42mm Sport Loop,1600
MFFF4FE/A,13029995,42 運動錶環 霓虹黃 MFFF4,Accy,*Apple Watch Accy,Band 42mm Sport Loop,1600
MFFG4FE/A,13029996,42 運動錶環 深灰 MFFG4,Accy,*Apple Watch Accy,Band 42mm Sport Loop,1600
MFFH4FE/A,13029997,46 運動錶環 錨藍 MFFH4,Accy,*Apple Watch Accy,Band 46mm Sport Loop,1600
MFFJ4FE/A,13029998,46 運動錶環 森林 MFFJ4,Accy,*Apple Watch Accy,Band 46mm Sport Loop,1600
MFFK4FE/A,13029999,46 運動錶環 霧紫 MFFK4,Accy,*Apple Watch Accy,Band 46mm Sport Loop,1600
MFFL4FE/A,13030000,46 運動錶環 霓虹黃 MFFL4,Accy,*Apple Watch Accy,Band 46mm Sport Loop,1600
MFFM4FE/A,13030001,46 運動錶環 深灰 MFFM4,Accy,*Apple Watch Accy,Band 46mm Sport Loop,1600
MFFN4FE/A,13030002,46 運動錶環 深灰 XL MFFN4,Accy,*Apple Watch Accy,Band 46mm Sport Loop,1600
MFFT4FE/A,13030003,40 運動錶帶 霓虹黃 SM MFFT4,Accy,*Apple Watch Accy,Band 40mm Sport,1600
MFFU4FE/A,13030004,40 運動錶帶 霓虹黃 ML MFFU4,Accy,*Apple Watch Accy,Band 40mm Sport,1600
MFFV4FE/A,13030005,40 運動錶帶 錨藍 SM MFFV4,Accy,*Apple Watch Accy,Band 40mm Sport,1600
MFFW4FE/A,13030006,40 運動錶帶 錨藍 ML MFFW4,Accy,*Apple Watch Accy,Band 40mm Sport,1600
MFFX4FE/A,13030007,40 運動錶帶 霧紫 SM MFFX4,Accy,*Apple Watch Accy,Band 40mm Sport,1600
MFFY4FE/A,13030008,40 運動錶帶 霧紫 ML MFFY4,Accy,*Apple Watch Accy,Band 40mm Sport,1600
MFGC4FE/A,13030009,42 運動錶帶 霓虹黃 SM MFGC4,Accy,*Apple Watch Accy,Band 42mm Sport,1600
MFGD4FE/A,13030010,42 運動錶帶 霓虹黃 ML MFGD4,Accy,*Apple Watch Accy,Band 42mm Sport,1600
MFGE4FE/A,13030011,42 運動錶帶 錨藍 SM MFGE4,Accy,*Apple Watch Accy,Band 42mm Sport,1600
MFGF4FE/A,13030012,42 運動錶帶 錨藍 ML MFGF4,Accy,*Apple Watch Accy,Band 42mm Sport,1600
MFGG4FE/A,13030013,42 運動錶帶 霧紫 SM MFGG4,Accy,*Apple Watch Accy,Band 42mm Sport,1600
MFGH4FE/A,13030014,42 運動錶帶 霧紫 ML MFGH4,Accy,*Apple Watch Accy,Band 42mm Sport,1600
MFGV4FE/A,13030015,46 運動錶帶 霓虹黃 SM MFGV4,Accy,*Apple Watch Accy,Band 46mm Sport,1600
MFGW4FE/A,13030016,46 運動錶帶 霓虹黃 ML MFGW4,Accy,*Apple Watch Accy,Band 46mm Sport,1600
MFGX4FE/A,13030017,46 運動錶帶 錨藍 SM MFGX4,Accy,*Apple Watch Accy,Band 46mm Sport,1600
MFGY4FE/A,13030018,46 運動錶帶 錨藍 ML MFGY4,Accy,*Apple Watch Accy,Band 46mm Sport,1600
MFH04FE/A,13030019,46 運動錶帶 霧紫 SM MFH04,Accy,*Apple Watch Accy,Band 46mm Sport,1600
MFH14FE/A,13030020,46 運動錶帶 霧紫 ML MFH14,Accy,*Apple Watch Accy,Band 46mm Sport,1600
MFT44FE/A,13030021,49 原鈦越野錶環 綠 SM MFT44,Accy,*Apple Watch Accy,Band 49mm Trail Loop,3100
MFT54FE/A,13030022,49 原鈦越野錶環 綠 ML MFT54,Accy,*Apple Watch Accy,Band 49mm Trail Loop,3100
MFT64FE/A,13030023,49 原鈦越野錶環 藍 SM MFT64,Accy,*Apple Watch Accy,Band 49mm Trail Loop,3100
MFT74FE/A,13030024,49 原鈦越野錶環 藍 ML MFT74,Accy,*Apple Watch Accy,Band 49mm Trail Loop,3100
MFT84FE/A,13030025,49 原鈦越野錶環 黑 SM MFT84,Accy,*Apple Watch Accy,Band 49mm Trail Loop,3100
MFT94FE/A,13030026,49 原鈦越野錶環 黑 ML MFT94,Accy,*Apple Watch Accy,Band 49mm Trail Loop,3100
MFTA4FE/A,13030027,49 原鈦高山錶環 赤陶 S MFTA4,Accy,*Apple Watch Accy,Band 49mm Alpine Loop,3100
MFTC4FE/A,13030028,49 原鈦高山錶環 赤陶 M MFTC4,Accy,*Apple Watch Accy,Band 49mm Alpine Loop,3100
MFTD4FE/A,13030029,49 原鈦高山錶環 赤陶 L MFTD4,Accy,*Apple Watch Accy,Band 49mm Alpine Loop,3100
MFTE4FE/A,13030030,49 原鈦高山錶環 黑 S MFTE4,Accy,*Apple Watch Accy,Band 49mm Alpine Loop,3100
MFTF4FE/A,13030031,49 原鈦高山錶環 黑 M MFTF4,Accy,*Apple Watch Accy,Band 49mm Alpine Loop,3100
MFTG4FE/A,13030032,49 原鈦高山錶環 黑 L MFTG4,Accy,*Apple Watch Accy,Band 49mm Alpine Loop,3100
MFTH4FE/A,13030033,49 原鈦高山錶環 淡藍 S MFTH4,Accy,*Apple Watch Accy,Band 49mm Alpine Loop,3100
MFTJ4FE/A,13030034,49 原鈦高山錶環 淡藍 M MFTJ4,Accy,*Apple Watch Accy,Band 49mm Alpine Loop,3100
MFTK4FE/A,13030035,49 原鈦高山錶環 淡藍 L MFTK4,Accy,*Apple Watch Accy,Band 49mm Alpine Loop,3100
MG9D4FE/A,13030036,49 黑鈦高山錶環 赤陶 S MG9D4,Accy,*Apple Watch Accy,Band 49mm Alpine Loop,3100
MG9E4FE/A,13030037,49 黑鈦高山錶環 赤陶 M MG9E4,Accy,*Apple Watch Accy,Band 49mm Alpine Loop,3100
MG9F4FE/A,13030038,49 黑鈦高山錶環 赤陶 L MG9F4,Accy,*Apple Watch Accy,Band 49mm Alpine Loop,3100
MG9G4FE/A,13030039,49 黑鈦高山錶環 黑 S MG9G4,Accy,*Apple Watch Accy,Band 49mm Alpine Loop,3100
MG9H4FE/A,13030040,49 黑鈦高山錶環 黑 M MG9H4,Accy,*Apple Watch Accy,Band 49mm Alpine Loop,3100
MG9J4FE/A,13030041,49 黑鈦高山錶環 黑 L MG9J4,Accy,*Apple Watch Accy,Band 49mm Alpine Loop,3100
MG9K4FE/A,13030042,49 黑鈦高山錶環 淡藍 S MG9K4,Accy,*Apple Watch Accy,Band 49mm Alpine Loop,3100
MG9L4FE/A,13030043,49 黑鈦高山錶環 淡藍 M MG9L4,Accy,*Apple Watch Accy,Band 49mm Alpine Loop,3100
MG9M4FE/A,13030044,49 黑鈦高山錶環 淡藍 L MG9M4,Accy,*Apple Watch Accy,Band 49mm Alpine Loop,3100
MG9N4FE/A,13030045,49 黑鈦越野錶環 綠 SM MG9N4,Accy,*Apple Watch Accy,Band 49mm Trail Loop,3100
MG9P4FE/A,13030046,49 黑鈦越野錶環 綠 ML MG9P4,Accy,*Apple Watch Accy,Band 49mm Trail Loop,3100
MG9Q4FE/A,13030047,49 黑鈦越野錶環 藍 SM MG9Q4,Accy,*Apple Watch Accy,Band 49mm Trail Loop,3100
MG9R4FE/A,13030048,49 黑鈦越野錶環 藍 ML MG9R4,Accy,*Apple Watch Accy,Band 49mm Trail Loop,3100
MG9T4FE/A,13030049,49 黑鈦越野錶環 黑 SM MG9T4,Accy,*Apple Watch Accy,Band 49mm Trail Loop,3100
MG9U4FE/A,13030050,49 黑鈦越野錶環 黑 ML MG9U4,Accy,*Apple Watch Accy,Band 49mm Trail Loop,3100
MG9V4FE/A,13030051,40 N 運動錶帶 螢光綠 SM MG9V4,Accy,*Apple Watch Accy,Band 40mm Nike Sport,1600
MG9W4FE/A,13030052,40 N 運動錶帶 螢光綠 ML MG9W4,Accy,*Apple Watch Accy,Band 40mm Nike Sport,1600
MG9X4FE/A,13030053,40 N 運動錶帶 午夜黑 SM MG9X4,Accy,*Apple Watch Accy,Band 40mm Nike Sport,1600
MG9Y4FE/A,13030054,40 N 運動錶帶 午夜黑 ML MG9Y4,Accy,*Apple Watch Accy,Band 40mm Nike Sport,1600
MGA04FE/A,13030055,40 N 運動錶帶 朦朧灰 SM MGA04,Accy,*Apple Watch Accy,Band 40mm Nike Sport,1600
MGA34FE/A,13030056,40 N 運動錶帶 朦朧灰 ML MGA34,Accy,*Apple Watch Accy,Band 40mm Nike Sport,1600
MGA44FE/A,13030057,40 N 運動錶帶 峰霞粉 SM MGA44,Accy,*Apple Watch Accy,Band 40mm Nike Sport,1600
MGA64FE/A,13030058,40 N 運動錶帶 峰霞粉 ML MGA64,Accy,*Apple Watch Accy,Band 40mm Nike Sport,1600
MGA74FE/A,13030059,40 N 運動錶帶 藍帶 SM MGA74,Accy,*Apple Watch Accy,Band 40mm Nike Sport,1600
MGA84FE/A,13030060,40 N 運動錶帶 藍帶 ML MGA84,Accy,*Apple Watch Accy,Band 40mm Nike Sport,1600
MGA94FE/A,13030061,42 N 運動錶帶 螢光綠 SM MGA94,Accy,*Apple Watch Accy,Band 42mm Nike Sport,1600
MGAA4FE/A,13030062,42 N 運動錶帶 螢光綠 ML MGAA4,Accy,*Apple Watch Accy,Band 42mm Nike Sport,1600
MGAE4FE/A,13030063,42 N 運動錶帶 午夜黑 SM MGAE4,Accy,*Apple Watch Accy,Band 42mm Nike Sport,1600
MGAF4FE/A,13030064,42 N 運動錶帶 午夜黑 ML MGAF4,Accy,*Apple Watch Accy,Band 42mm Nike Sport,1600
MGAH4FE/A,13030065,42 N 運動錶帶 朦朧灰 SM MGAH4,Accy,*Apple Watch Accy,Band 42mm Nike Sport,1600
MGAJ4FE/A,13030066,42 N 運動錶帶 朦朧灰 ML MGAJ4,Accy,*Apple Watch Accy,Band 42mm Nike Sport,1600
MGAQ4FE/A,13030067,42 N 運動錶帶 峰霞粉 SM MGAQ4,Accy,*Apple Watch Accy,Band 42mm Nike Sport,1600
MGAU4FE/A,13030068,42 N 運動錶帶 峰霞粉 ML MGAU4,Accy,*Apple Watch Accy,Band 42mm Nike Sport,1600
MGAV4FE/A,13030069,42 N 運動錶帶 藍帶 SM MGAV4,Accy,*Apple Watch Accy,Band 42mm Nike Sport,1600
MGAX4FE/A,13030070,42 N 運動錶帶 藍帶 ML MGAX4,Accy,*Apple Watch Accy,Band 42mm Nike Sport,1600
MGC04FE/A,13030071,46 N 運動錶帶 螢光綠 SM MGC04,Accy,*Apple Watch Accy,Band 46mm Nike Sport,1600
MGC14FE/A,13030072,46 N 運動錶帶 螢光綠 ML MGC14,Accy,*Apple Watch Accy,Band 46mm Nike Sport,1600
MGC24FE/A,13030073,46 N 運動錶帶 午夜黑 SM MGC24,Accy,*Apple Watch Accy,Band 46mm Nike Sport,1600
MGC34FE/A,13030074,46 N 運動錶帶 午夜黑 ML MGC34,Accy,*Apple Watch Accy,Band 46mm Nike Sport,1600
MGC44FE/A,13030075,46 N 運動錶帶 朦朧灰 SM MGC44,Accy,*Apple Watch Accy,Band 46mm Nike Sport,1600
MGC54FE/A,13030076,46 N 運動錶帶 朦朧灰 ML MGC54,Accy,*Apple Watch Accy,Band 46mm Nike Sport,1600
MGC64FE/A,13030077,46 N 運動錶帶 峰霞粉 SM MGC64,Accy,*Apple Watch Accy,Band 46mm Nike Sport,1600
MGC74FE/A,13030078,46 N 運動錶帶 峰霞粉 ML MGC74,Accy,*Apple Watch Accy,Band 46mm Nike Sport,1600
MGC94FE/A,13030079,46 N 運動錶帶 藍帶 SM MGC94,Accy,*Apple Watch Accy,Band 46mm Nike Sport,1600
MGCA4FE/A,13030080,46 N 運動錶帶 藍帶 ML MGCA4,Accy,*Apple Watch Accy,Band 46mm Nike Sport,1600
MGCC4FE/A,13030081,49 原鈦海洋錶帶 錨藍 MGCC4,Accy,*Apple Watch Accy,Band 49mm Ocean Band,3100
MGCE4FE/A,13030082,49 原鈦海洋錶帶延伸 錨藍 MGCE4,Accy,*Apple Watch Accy,Band 49mm Ocean Band,1600
MGCF4FE/A,13030083,49 原鈦海洋錶帶 霓虹綠 MGCF4,Accy,*Apple Watch Accy,Band 49mm Ocean Band,3100
MGCG4FE/A,13030084,49 原鈦海洋錶帶延伸 霓虹綠 MGCG4,Accy,*Apple Watch Accy,Band 49mm Ocean Band,1600
MGCJ4FE/A,13030085,49 黑鈦海洋錶帶 錨藍 MGCJ4,Accy,*Apple Watch Accy,Band 49mm Ocean Band,3100
MGCK4FE/A,13030086,49 黑鈦海洋錶帶延伸 錨藍 MGCK4,Accy,*Apple Watch Accy,Band 49mm Ocean Band,1600
MGCL4FE/A,13030087,49 黑鈦海洋錶帶 霓虹綠 MGCL4,Accy,*Apple Watch Accy,Band 49mm Ocean Band,3100
MGCM4FE/A,13030088,49 黑鈦海洋錶帶延伸 霓虹綠 MGCM4,Accy,*Apple Watch Accy,Band 49mm Ocean Band,1600
MGCN4FE/A,13030089,40 N 運動錶環 螢光綠 MGCN4,Accy,*Apple Watch Accy,Band 40mm Nike Sport Loop,1600
MGCP4FE/A,13030090,40 N 運動錶環 午夜黑 MGCP4,Accy,*Apple Watch Accy,Band 40mm Nike Sport Loop,1600
MGCQ4FE/A,13030091,40 N 運動錶環 朦朧灰 MGCQ4,Accy,*Apple Watch Accy,Band 40mm Nike Sport Loop,1600
MGCR4FE/A,13030092,40 N 運動錶環 峰霞粉 MGCR4,Accy,*Apple Watch Accy,Band 40mm Nike Sport Loop,1600
MGCT4FE/A,13030093,40 N 運動錶環 藍帶 MGCT4,Accy,*Apple Watch Accy,Band 40mm Nike Sport Loop,1600
MGCW4FE/A,13030094,42 N 運動錶環 螢光綠 MGCW4,Accy,*Apple Watch Accy,Band 42mm Nike Sport Loop,1600
MGCX4FE/A,13030095,42 N 運動錶環 午夜黑 MGCX4,Accy,*Apple Watch Accy,Band 42mm Nike Sport Loop,1600
MGCY4FE/A,13030096,42 N 運動錶環 朦朧灰 MGCY4,Accy,*Apple Watch Accy,Band 42mm Nike Sport Loop,1600
MGD04FE/A,13030097,42 N 運動錶環 峰霞粉 MGD04,Accy,*Apple Watch Accy,Band 42mm Nike Sport Loop,1600
MGD14FE/A,13030098,42 N 運動錶環 藍帶 MGD14,Accy,*Apple Watch Accy,Band 42mm Nike Sport Loop,1600
MGD24FE/A,13030099,46 N 運動錶環 螢光綠 MGD24,Accy,*Apple Watch Accy,Band 46mm Nike Sport Loop,1600
MGD34FE/A,13030100,46 N 運動錶環 午夜黑 MGD34,Accy,*Apple Watch Accy,Band 46mm Nike Sport Loop,1600
MGD44FE/A,13030101,46 N 運動錶環 朦朧灰 MGD44,Accy,*Apple Watch Accy,Band 46mm Nike Sport Loop,1600
MGD54FE/A,13030102,46 N 運動錶環 峰霞粉 MGD54,Accy,*Apple Watch Accy,Band 46mm Nike Sport Loop,1600
MGD64FE/A,13030103,46 N 運動錶環 藍帶 MGD64,Accy,*Apple Watch Accy,Band 46mm Nike Sport Loop,1600
MGD84FE/A,13030104,42 磁鏈錶帶 焦糖 S/M MGD84,Accy,*Apple Watch Accy,Band 42mm Magnetic Link,3100
MGD94FE/A,13030105,42 磁鏈錶帶 焦糖 M/L MGD94,Accy,*Apple Watch Accy,Band 42mm Magnetic Link,3100
MGDA4FE/A,13030106,42 磁鏈錶帶 軍藍 S/M MGDA4,Accy,*Apple Watch Accy,Band 42mm Magnetic Link,3100
MGDC4FE/A,13030107,42 磁鏈錶帶 軍藍 M/L MGDC4,Accy,*Apple Watch Accy,Band 42mm Magnetic Link,3100
MGDD4FE/A,13030108,42 磁鏈錶帶 鼠尾灰 S/M MGDD4,Accy,*Apple Watch Accy,Band 42mm Magnetic Link,3100
MGDE4FE/A,13030109,42 磁鏈錶帶 鼠尾灰 M/L MGDE4,Accy,*Apple Watch Accy,Band 42mm Magnetic Link,3100
MGDF4FE/A,13030110,46 磁鏈錶帶 焦糖 S/M MGDF4,Accy,*Apple Watch Accy,Band 46mm Magnetic Link,3100
MGDG4FE/A,13030111,46 磁鏈錶帶 焦糖 M/L MGDG4,Accy,*Apple Watch Accy,Band 46mm Magnetic Link,3100
MGDH4FE/A,13030112,46 磁鏈錶帶 軍藍 S/M MGDH4,Accy,*Apple Watch Accy,Band 46mm Magnetic Link,3100
MGDJ4FE/A,13030113,46 磁鏈錶帶 軍藍 M/L MGDJ4,Accy,*Apple Watch Accy,Band 46mm Magnetic Link,3100
MGDK4FE/A,13030114,46 磁鏈錶帶 鼠尾灰 S/M MGDK4,Accy,*Apple Watch Accy,Band 46mm Magnetic Link,3100
MGDL4FE/A,13030115,46 磁鏈錶帶 鼠尾灰 M/L MGDL4,Accy,*Apple Watch Accy,Band 46mm Magnetic Link,3100
MGG34FE/A,13030116,42 時尚環扣 焦糖 S MGG34,Accy,*Apple Watch Accy,Band 42mm Modern Buckle,4600
MGG44FE/A,13030117,42 時尚環扣 焦糖 M MGG44,Accy,*Apple Watch Accy,Band 42mm Modern Buckle,4600
MGG54FE/A,13030118,42 時尚環扣 焦糖 L MGG54,Accy,*Apple Watch Accy,Band 42mm Modern Buckle,4600
MGG64FE/A,13030119,42 時尚環扣 午紫 S MGG64,Accy,*Apple Watch Accy,Band 42mm Modern Buckle,4600
MGG74FE/A,13030120,42 時尚環扣 午紫 M MGG74,Accy,*Apple Watch Accy,Band 42mm Modern Buckle,4600
MGG84FE/A,13030121,42 時尚環扣 午紫 L MGG84,Accy,*Apple Watch Accy,Band 42mm Modern Buckle,4600
MGG94FE/A,13030122,42 時尚環扣 鼠尾灰 S MGG94,Accy,*Apple Watch Accy,Band 42mm Modern Buckle,4600
MGGA4FE/A,13030123,42 時尚環扣 鼠尾灰 M MGGA4,Accy,*Apple Watch Accy,Band 42mm Modern Buckle,4600
MGGC4FE/A,13030124,42 時尚環扣 鼠尾灰 L MGGC4,Accy,*Apple Watch Accy,Band 42mm Modern Buckle,4600
MGHN4FE/A,13030125,49 原鈦米蘭錶環 S MGHN4,Accy,*Apple Watch Accy,Band 49mm Milanese,6100
MGHP4FE/A,13030126,49 原鈦米蘭錶環 M MGHP4,Accy,*Apple Watch Accy,Band 49mm Milanese,6100
MGHQ4FE/A,13030127,49 原鈦米蘭錶環 L MGHQ4,Accy,*Apple Watch Accy,Band 49mm Milanese,6100
MGHR4FE/A,13030128,49 黑鈦米蘭錶環 S MGHR4,Accy,*Apple Watch Accy,Band 49mm Milanese,6100
MGHT4FE/A,13030129,49 黑鈦米蘭錶環 M MGHT4,Accy,*Apple Watch Accy,Band 49mm Milanese,6100
MGHU4FE/A,13030130,49 黑鈦米蘭錶環 L MGHU4,Accy,*Apple Watch Accy,Band 49mm Milanese,6100
